ROW_NUMBER,TRANSACTION_TYPE,ERRORS,DATA_ORDER_ID,DATA_CUSTOMER_NAME,DATA_CUSTOMER_EMAIL,DATA_CUSTOMER_PHONE,DATA_CITY,DATA_ORDER_DATE
1,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,251212,Shanaya Madan,ahana-vora@gmail.com,7332867654,Chennai,21-04-2023
179,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,688927,Shayak Gandhi,suhanarajagopal@ramaswamy.com,8648736073,Kolkata,22-08-2024
180,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,678426,Nakul Dalal,rheabhargava@hotmail.com,8072751993,Delhi,20-05-2023
181,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,967425,Prerak Swamy,,8869213033,Hyderabad,21-08-2023
182,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,181718,Saksham Din,trisha93@gmail.com,7172912311,Kolkata,28-03-2025
183,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,918434,Lavanya Bhatnagar,,7772310524,Kolkata,29-03-2025
184,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,997966,Inaaya  Chaudhuri,fthakkar@yahoo.com,8799973435,Mumbai,28-05-2024
185,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,632668,Zoya Hayre,aseshadri@hotmail.com,9810415159,Ahmedabad,31-07-2024
186,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,276162,Jivika Keer,,9935255719,Bangalore,01-07-2023
187,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,127033,Myra Keer,jayaramanamani@gmail.com,9258804475,Bangalore,01-08-2023
188,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,967683,Kabir Lata,,9941838209,Ahmedabad,28-03-2025
189,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,774456,Nehmat Suri,siyabehl@hotmail.com,8950939032,Bangalore,15-07-2024
190,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,990834,Mohanlal Bora,,9484171322,Kolkata,12-12-2023
191,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,274918,Jivika Wadhwa,csagar@maharaj-saini.info,9200745639,Pune,05-09-2023
192,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,642260,Lagan Karpe,,8636306592,Chennai,02-04-2025
193,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,528764,Elakshi Hari,,8038513406,Kolkata,25-06-2024
194,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,737800,Rhea Krishna,kanne@yahoo.com,9574083650,Kolkata,14-02-2024
195,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,792740,Rhea Deol,dhanush88@gmail.com,8383211590,Hyderabad,17-03-2025
196,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,318191,Mehul Golla,,9363915228,Bangalore,19-02-2024
197,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,559470,Divit Chawla,sethalisha@sundaram.com,8919386647,Ahmedabad,18-03-2025
198,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,842529,Gatik Kapur,divitjayaraman@yahoo.com,9578373086,Kolkata,17-10-2023
199,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,816878,Anay Mani,mram@yahoo.com,9322796202,Ahmedabad,07-03-2025
200,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,524691,Keya Singh,,8673679421,Chennai,31-12-2024
201,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,376957,Aarna Chacko,,8746818648,Kolkata,02-06-2023
202,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,122197,Yuvraj  Srinivas,tarini75@hotmail.com,7825021492,Hyderabad,07-01-2024
203,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,715973,Rasha Sastry,avirk@hotmail.com,9393236358,Ahmedabad,12-04-2025
204,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,240789,Tara Bhakta,,9957649440,Ahmedabad,14-05-2023
205,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,507076,Saanvi Bahri,,9893580057,Pune,02-04-2025
206,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,279657,Dishani Rout,glala@hotmail.com,7252203054,Kolkata,12-07-2023
207,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,562382,Amani Dhingra,,9641355189,Ahmedabad,23-04-2023
208,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,692384,Alisha Subramaniam,tanyakulkarni@majumdar.com,9068950182,Kolkata,26-03-2025
209,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,156259,Hrishita Gopal,divijdora@hotmail.com,7344359134,Delhi,28-08-2024
210,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,493266,Manjari De,azad48@taneja.com,9835149328,Kolkata,27-04-2024
211,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,941318,Reyansh Som,rajuranbir@sawhney-lata.com,9420268308,Hyderabad,26-03-2025
212,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,191011,Samarth Subramanian,jivin90@gmail.com,8340412987,Delhi,10-09-2023
213,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,775342,Hiran Seshadri,xdugar@hotmail.com,7551443940,Hyderabad,08-04-2025
214,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,716788,Ira Bera,bajwakaira@bali.info,7789001494,Hyderabad,31-03-2025
215,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,524870,Zeeshan Hora,kanav75@yahoo.com,8107582860,Ahmedabad,01-07-2023
216,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,450778,Anaya Balay,kavyadatta@gmail.com,9646604095,Chennai,16-03-2025
217,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,344418,Pranay Iyengar,settysara@srivastava-handa.info,9851168124,Pune,26-04-2023
218,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,631413,Shayak Cheema,badalkari@yahoo.com,7854161249,Mumbai,13-01-2025
219,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,577652,Rhea Master,fdeshpande@gmail.com,9912430600,Bangalore,01-09-2023
220,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,141005,Neelofar Gandhi,,7350311370,Chennai,02-05-2023
221,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,603256,Indranil Dass,mamootychaudhari@ray.net,7017482744,Bangalore,24-08-2024
222,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,750120,Riya Ratta,indranilranganathan@gmail.com,8796144385,Bangalore,08-04-2025
223,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,206751,Nirvi Kulkarni,kotharieshani@yahoo.com,9161746510,Kolkata,05-02-2025
224,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,381743,Mishti Apte,dsant@tella-singhal.com,8961192552,Kolkata,09-03-2025
225,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,973631,Miraya Gade,kdhingra@yahoo.com,7994038627,Chennai,05-07-2023
226,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,632152,Mishti Basu,gadefateh@gmail.com,7431142293,Kolkata,24-12-2023
227,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,614095,Arhaan Dasgupta,,9313468383,Chennai,11-04-2025
228,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,677547,Nakul Ganesh,shaanbatra@sule-luthra.com,7281220029,Bangalore,26-04-2023
229,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,776318,Dhanuk Sur,navya80@sastry-madan.net,9220102817,Bangalore,05-08-2023
230,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,513234,Armaan Kapur,chadumang@yahoo.com,7619250454,Pune,21-03-2025
231,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,378194,Kavya Kadakia,golanayantara@gmail.com,7762967030,Delhi,21-03-2025
232,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,289811,Ehsaan Sen,,8615627210,Mumbai,08-05-2023
233,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,340931,Hiran Venkataraman,manikyasabharwal@yahoo.com,8649082173,Bangalore,08-05-2023
234,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,667280,Ivan Sengupta,chadoorja@yahoo.com,9817770255,Mumbai,17-10-2024
235,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,482019,Seher Sem,batraumang@hotmail.com,9217268036,Pune,25-03-2025
236,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,267289,Umang Kaur,hdara@gmail.com,8681162759,Delhi,27-03-2025
237,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,417145,Oorja Gopal,hchadha@gmail.com,7522286197,Ahmedabad,10-11-2023
238,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,993574,Nirvaan Krishnan,sanahari@setty.com,7138648481,Hyderabad,03-04-2025
239,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,738434,Stuvan Srinivas,cbrar@yahoo.com,9570581394,Pune,17-04-2024
240,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,972000,Manikya Dar,senishita@hotmail.com,9257590594,Hyderabad,01-04-2025
241,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,250616,Nishith Ramachandran,gbarman@chacko.net,7822335748,Delhi,13-06-2024
242,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,579116,Lavanya Ram,isood@hotmail.com,9363249545,Pune,16-01-2025
243,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,172188,Yuvraj  Ratta,,9889030546,Ahmedabad,27-06-2023
244,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,171818,Tushar Date,chaudrybadal@yahoo.com,8506640857,Kolkata,04-08-2024
245,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,601336,Anahita Sane,somaarna@wali.com,9768081412,Mumbai,08-05-2024
246,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,512346,Dhruv Kar,onkar22@hotmail.com,7924459920,Hyderabad,11-07-2024
247,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,693620,Hunar Wable,badal51@ranganathan.com,8016194136,Ahmedabad,19-04-2023
248,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,529897,Nehmat Balasubramanian,,9787247421,Chennai,02-09-2023
249,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,683155,Alia Sharaf,,9881302496,Delhi,29-12-2023
250,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,196722,Adah Yogi,psoman@yahoo.com,8591581358,Delhi,27-03-2025
251,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,378424,Riya Singh,hayreryan@hotmail.com,8758177950,Hyderabad,27-01-2024
252,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,605719,Adira Karan,mangalneelofar@hotmail.com,8215100118,Bangalore,25-02-2025
253,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,340804,Sana Madan,,9908406028,Bangalore,14-04-2025
254,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,954035,Jayesh Sabharwal,,8375223364,Delhi,17-10-2024
255,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,216258,Jivin Kothari,jhanvi37@cheema.com,7859978592,Chennai,28-11-2024
256,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,411105,Sumer Suresh,mchada@yahoo.com,9796133035,Pune,11-05-2023
257,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,247923,Rania Bhattacharyya,devansh39@hotmail.com,8893549828,Delhi,04-04-2025
258,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,476924,Yuvraj  Karnik,advikgola@majumdar-borra.com,9262221860,Hyderabad,17-10-2024
259,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,951300,Fateh Balan,nirvidhar@gmail.com,8502908518,Bangalore,28-01-2024
260,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,198722,Nayantara Vasa,janidivit@hotmail.com,8137625097,Hyderabad,24-03-2025
261,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,245367,Priyansh Chawla,kapoorrati@rajan.com,7598272878,Ahmedabad,28-04-2023
262,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,790421,Shamik Sastry,suhanasaxena@yahoo.com,7770833983,Mumbai,01-04-2025
263,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,159463,Divij Viswanathan,jwarrior@yahoo.com,9460578167,Delhi,02-11-2023
264,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,962976,Aniruddh Chauhan,trisharana@saini-dalia.com,7433790331,Ahmedabad,19-03-2025
265,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,797875,Shlok Baria,uppalhiran@dhawan-kade.com,7129313419,Delhi,13-09-2023
266,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,243454,Vidur Chad,,9516178818,Chennai,09-07-2024
267,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,714984,Yuvaan Dugar,deyayesha@yahoo.com,7697821337,Hyderabad,25-08-2023
268,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,685865,Abram Krish,jayaramanyuvraj@rege.com,9133169212,Hyderabad,30-03-2025
269,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,308145,Inaaya  Som,laganbalan@hotmail.com,9581582581,Bangalore,23-12-2023
270,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,107397,Ojas Devan,stuvan83@gmail.com,9542793419,Bangalore,08-04-2025
271,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,134669,Vedika Dube,,7409997269,Chennai,18-01-2024
272,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,523995,Pihu Bhatnagar,,9483856164,Pune,20-09-2023
273,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,685395,Aarush Uppal,vaibhavanne@sha.com,7607132551,Ahmedabad,31-03-2025
274,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,833780,Taran Bora,,8090659252,Pune,28-10-2023
275,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,892031,Shray Gupta,indrans28@hotmail.com,8273391611,Hyderabad,17-03-2025
276,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,730952,Sahil Kothari,vardaniyasangha@mangal.com,9544999759,Bangalore,07-04-2025
277,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,614164,Zaina Mammen,alia56@gade-dass.com,8945533193,Kolkata,19-08-2024
278,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,848806,Divit Balay,aaryahi01@kothari.org,8075806516,Pune,24-06-2023
279,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,823959,Elakshi Kaur,btella@manda.com,8425448560,Pune,17-08-2024
280,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,212244,Farhan Dasgupta,,7407749912,Ahmedabad,13-01-2024
281,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,595936,Myra Wason,,8017479522,Chennai,13-01-2024
282,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,686726,Ishita Ramachandran,,7363718556,Kolkata,18-03-2025
283,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,464150,Raghav Lalla,hdhar@gmail.com,8659221798,Ahmedabad,31-03-2025
284,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,917914,Eva Singhal,,9192118327,Pune,29-04-2023
285,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,459709,Lakshit Raman,aradhyashere@shukla-singhal.com,7688582689,Mumbai,14-04-2025
286,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,202270,Navya Sood,lallpurab@gmail.com,8104225291,Hyderabad,26-04-2023
287,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,819049,Arnav Venkatesh,sridhararadhya@hotmail.com,8137046227,Pune,29-03-2025
288,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,105394,Eshani Kota,bhavinbhargava@hotmail.com,8151619403,Bangalore,05-05-2023
289,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,353429,Indrajit Gole,oarya@hotmail.com,8455514457,Chennai,30-12-2023
290,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,337660,Bhavin Bakshi,ranbirwalia@yahoo.com,9824156915,Mumbai,04-09-2024
291,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,621919,Vardaniya Joshi,,9671617710,Hyderabad,12-03-2025
292,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,979322,Heer Deo,prishamandal@hotmail.com,9752956189,Delhi,22-03-2025
293,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,426626,Ritvik Raju,malhotrakismat@atwal.biz,8895827031,Bangalore,10-06-2024
294,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,387788,Tiya Suri,,8836904357,Pune,17-12-2023
295,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,335527,Indrans Jani,bhatpihu@hotmail.com,7377085388,Ahmedabad,11-04-2025
296,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,109407,Miraya Sura,mannatraj@yahoo.com,9254427086,Pune,11-05-2023
297,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,619706,Devansh Cherian,saniabram@gmail.com,8689239369,Delhi,25-02-2025
298,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,472103,Armaan Bhasin,,9580339257,Bangalore,06-02-2025
299,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,633702,Tejas Sanghvi,msolanki@gmail.com,9396172907,Kolkata,14-04-2025
300,order,customer_country is required; order_time is required; total_amount is required; payment_mode is required; Country is required,457429,Tanya Gola,saanviramaswamy@yahoo.com,7006534601,Delhi,22-08-2024
